GeneSymbol	Description	Organism	Chromosome	Locus	TCGA-AF-2691-01A.41	TCGA-AF-2692-01A.41	TCGA-AF-3400-01A.41	TCGA-AF-3913-01A.12	TCGA-AG-3574-01A.22	TCGA-AG-3580-01A.22	TCGA-AG-3584-01A.22	TCGA-AG-3593-01A.22	TCGA-AG-3594-01A.12	TCGA-AG-4007-01A.22	TCGA-AG-A002-01A.23	TCGA-AG-A008-01A.23	TCGA-AG-A00C-01A.23	TCGA-AG-A00H-01A.22	TCGA-AG-A00H-01A.31	TCGA-AG-A00Y-01A.12	TCGA-AG-A011-01A.32	TCGA-AG-A014-01A.12	TCGA-AG-A015-01A.51	TCGA-AG-A016-01A.23	TCGA-AG-A01J-01A.22	TCGA-AG-A01L-01A.22	TCGA-AG-A01N-01A.23	TCGA-AG-A01W-01A.23	TCGA-AG-A01Y-01A.43	TCGA-AG-A020-01A.23	TCGA-AG-A026-01A.71	TCGA-AG-A02N-01A.31	TCGA-AG-A02X-01A.32	TCGA-AG-A032-01A.31	TCGA-AG-A036-01A.22
EXOC6	exocyst complex component 6	Homo sapiens	10	10q23.33	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
EXOC6B	exocyst complex component 6B	Homo sapiens	2	2p13.2	0	1	0	0	1	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0
EXOC7	exocyst complex component 7	Homo sapiens	17	17q25.1	3	5	1	0	1	2	2	1	2	4	1	1	3	1	0	1	0	4	2	3	0	0	4	0	1	1	1	2	1	0	3
EXOC8	exocyst complex component 8	Homo sapiens	1	1q42.2	0	2	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0
EXOSC1	exosome component 1	Homo sapiens	10	10q24	1	0	0	0	0	2	1	0	0	0	0	2	0	0	0	1	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0
EXOSC10	exosome component 10	Homo sapiens	1	1p36.22	2	3	2	2	1	5	1	0	0	2	8	1	4	1	2	4	7	6	3	4	3	3	5	1	1	4	4	3	2	2	3
EXOSC2	exosome component 2	Homo sapiens	9	9q34	2	2	0	1	2	0	2	0	0	1	1	3	4	1	2	1	1	2	1	2	1	3	5	1	0	1	1	1	0	2	2
EXOSC3	exosome component 3	Homo sapiens	9	9p11	0	0	0	1	0	0	2	2	1	0	0	1	0	1	1	3	1	0	0	1	0	0	1	1	0	1	1	0	0	0	0
EXOSC4	exosome component 4	Homo sapiens	8	8q24.3	2	2	2	2	0	1	1	2	0	2	1	0	2	1	0	0	4	4	0	1	0	1	1	1	0	1	2	2	0	3	2
EXOSC5	exosome component 5	Homo sapiens	19	19q13.1	0	0	0	0	0	1	1	1	1	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	2	0	0	0	1	0
EXOSC6	exosome component 6	Homo sapiens	16	16q22.1	2	1	1	2	2	1	3	2	2	0	1	2	2	2	5	5	4	4	3	1	0	2	6	4	1	2	4	0	1	3	1
EXOSC7	exosome component 7	Homo sapiens	3	3p21.31	1	0	0	0	2	2	2	1	1	1	1	3	2	2	2	6	1	2	2	3	0	2	4	1	0	3	2	0	0	0	1
EXOSC8	exosome component 8	Homo sapiens	13	13q13.1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	2	0	0	0	1	0	0	0	0
EXOSC9	exosome component 9	Homo sapiens	4	4q27	1	0	0	0	1	3	2	1	0	0	1	3	3	1	0	2	3	3	1	2	1	1	3	1	0	3	3	2	0	1	1
EZH2	enhancer of zeste homolog 2 (Drosophila)	Homo sapiens	7	7q35-q36	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0
EZR	ezrin	Homo sapiens	6	6q25.3	7	14	7	21	18	19	16	11	17	8	17	19	13	18	24	28	15	19	25	13	11	22	12	16	15	16	16	25	13	15	11
F11R	F11 receptor	Homo sapiens	1	1q21.2-q21.3	3	10	5	2	1	5	6	7	6	5	6	6	3	5	8	5	9	8	12	4	3	6	11	1	1	2	3	7	0	5	5
F12	coagulation factor XII (Hageman factor)	Homo sapiens	5	5q35.3	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	2	1	0	0	0	0	0
F13A1	coagulation factor XIII, A1 polypeptide	Homo sapiens	6	6p25.3-p24.3	1	24	9	13	4	3	17	10	13	19	2	4	3	13	11	10	5	0	5	2	26	5	1	3	44	2	9	0	2	1	9
F2	coagulation factor II (thrombin)	Homo sapiens	11	11p11	6	22	70	25	9	18	14	5	10	1	14	8	3	6	9	16	5	6	2	4	26	9	6	9	11	13	16	4	2	3	9
F5	coagulation factor V (proaccelerin, labile factor)	Homo sapiens	1	1q23	0	0	3	0	1	0	1	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0
F9	coagulation factor IX	Homo sapiens	X	Xq27.1-q27.2	0	3	4	3	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	3
FAAH	fatty acid amide hydrolase	Homo sapiens	1	1p35-p34	1	4	0	1	0	1	1	1	1	1	1	0	0	0	2	2	1	0	2	0	1	1	0	0	0	0	0	0	1	0	0
FABP1	fatty acid binding protein 1, liver	Homo sapiens	2	2p11	0	56	11	60	0	8	15	21	11	21	10	19	36	17	64	56	23	3	15	16	42	53	47	16	0	8	34	34	6	27	5
FABP2	fatty acid binding protein 2, intestinal	Homo sapiens	4	4q28-q31	0	0	2	0	0	0	0	0	0	0	0	4	0	0	3	1	2	2	0	0	0	0	0	0	0	0	0	9	0	0	1
FABP3	fatty acid binding protein 3, muscle and heart (mammary-derived growth inhibitor)	Homo sapiens	1	1p33-p32	0	0	0	0	2	0	0	2	0	0	0	0	0	2	5	0	0	0	0	0	6	0	0	0	3	0	0	0	0	0	1
FABP4	fatty acid binding protein 4, adipocyte	Homo sapiens	8	8q21	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0
FABP5	fatty acid binding protein 5 (psoriasis-associated)	Homo sapiens	8	8q21.13	1	14	16	16	13	8	15	11	18	6	5	12	4	16	17	25	21	17	11	9	12	12	15	9	9	9	21	26	4	8	10
FABP6	fatty acid binding protein 6, ileal	Homo sapiens	5	5q33.3-q34	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FAF1	Fas (TNFRSF6) associated factor 1	Homo sapiens	1	1p33	1	2	0	2	0	1	0	0	2	0	1	1	3	0	0	1	1	3	0	2	0	1	1	0	1	2	0	0	2	1	0
FAF2	Fas associated factor family member 2	Homo sapiens	5	5q35.2	4	8	3	7	9	5	9	6	6	2	4	7	5	1	7	6	4	6	6	6	1	5	7	3	2	8	7	5	1	5	5
FAH	fumarylacetoacetate hydrolase (fumarylacetoacetase)	Homo sapiens	15	15q25.1	0	1	2	1	19	1	0	2	0	1	1	1	1	1	1	3	2	0	1	2	1	2	2	1	0	0	0	0	0	1	1
FAHD1	fumarylacetoacetate hydrolase domain containing 1	Homo sapiens	16	16p13.3	1	5	2	3	2	1	2	3	3	2	0	2	4	3	6	4	2	4	6	4	3	4	6	2	1	1	5	4	1	4	3
FAHD2A	fumarylacetoacetate hydrolase domain containing 2A	Homo sapiens	2	2q11.2	0	1	0	0	2	1	0	1	0	1	0	1	0	0	2	1	0	1	1	1	1	0	4	1	0	2	1	0	0	1	1
OTULINL	family with sequence similarity 105, member A	Homo sapiens	5	5p15.2	0	4	0	1	0	0	0	0	3	1	0	2	0	0	3	3	0	1	1	1	0	3	2	1	0	0	0	1	2	0	1
FAM114A1	family with sequence similarity 114, member A1	Homo sapiens	4	4p14	0	8	6	2	16	2	2	2	14	5	1	0	1	5	6	7	3	3	3	3	9	2	2	1	6	2	0	4	1	1	4
FAM114A2	family with sequence similarity 114, member A2	Homo sapiens	5	5q31-q33	1	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	3	0	0	0	1	0	1	2	0	0	1	0	0	0
FAM118B	family with sequence similarity 118, member B	Homo sapiens	11	11q24.2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM120A	family with sequence similarity 120A	Homo sapiens	9	9q22.31	15	24	12	16	15	20	36	15	31	11	15	14	12	10	36	24	16	15	20	15	17	15	17	14	3	17	11	19	9	23	12
FAM120B	family with sequence similarity 120B	Homo sapiens	6	6q27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NIBAN1	family with sequence similarity 129, member A	Homo sapiens	1	1q25	0	3	0	2	11	0	4	1	5	2	2	0	0	8	3	2	1	1	0	1	4	4	3	1	22	0	0	0	0	1	3
NIBAN2	family with sequence similarity 129, member B	Homo sapiens	9	9q34.13	6	19	9	20	34	12	22	8	23	6	13	17	7	17	24	17	12	17	16	8	14	16	5	8	4	10	11	15	7	18	7
RETREG3	family with sequence similarity 134, member C	Homo sapiens	17	17q21.2	1	4	1	4	1	3	1	3	2	1	0	1	1	2	2	4	2	3	4	2	1	0	1	2	2	0	4	4	1	5	1
FAM136A	family with sequence similarity 136, member A	Homo sapiens	2	2p13.3	1	2	5	0	1	1	1	1	1	2	1	1	0	1	4	3	1	0	2	2	0	3	2	0	1	1	1	0	0	1	2
FAM160B1	family with sequence similarity 160, member B1	Homo sapiens	10	10q25.3	2	1	0	0	1	0	2	0	2	0	0	0	0	1	2	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1
FAM160B2	family with sequence similarity 160, member B2	Homo sapiens	8	8p21.3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM162A	family with sequence similarity 162, member A	Homo sapiens	3	3q21.1	8	10	0	7	6	6	4	5	5	5	1	8	2	4	7	6	5	9	4	2	4	5	0	6	6	5	7	5	5	4	1
ABRAXAS2	family with sequence similarity 175, member B	Homo sapiens	10	10q26.13	3	0	1	1	4	2	2	1	2	1	1	3	3	3	3	6	2	2	3	2	3	1	2	0	1	0	1	1	0	0	1
FAM177A1	family with sequence similarity 177, member A1	Homo sapiens	14	14q13.2	2	0	0	0	1	0	1	0	3	2	2	1	1	0	1	2	0	0	0	2	1	0	3	1	0	0	0	1	0	0	1
FAM185A	family with sequence similarity 185, member A	Homo sapiens	7	7q22.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
PSME3IP1	family with sequence similarity 192, member A	Homo sapiens	16	16q13	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCRIP1	family with sequence similarity 195, member B	Homo sapiens	17	17q25.3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
HGH1	family with sequence similarity 203, member A	Homo sapiens	8	8q24.3	1	2	0	4	4	0	3	1	0	1	1	0	1	0	0	1	4	5	1	5	0	0	1	0	0	0	3	0	0	0	2
FAM207A	family with sequence similarity 207, member A	Homo sapiens	21	21q22.3	0	1	0	0	0	1	0	1	0	0	1	0	3	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TASOR	family with sequence similarity 208, member A	Homo sapiens	3	3p14.3	1	0	0	1	1	1	1	0	0	1	0	1	1	1	1	4	1	0	1	1	1	0	2	1	0	1	1	1	0	0	0
FAM210A	family with sequence similarity 210, member A	Homo sapiens	18	18p11.21	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0
PRXL2A	family with sequence similarity 213, member A	Homo sapiens	10	10q23.1	5	6	2	3	3	2	5	5	4	5	1	3	4	2	6	5	3	4	7	5	4	2	3	4	3	5	5	3	3	4	6
PRXL2B	family with sequence similarity 213, member B	Homo sapiens	1	1p36.32	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0
WASHC2A	family with sequence similarity 21, member A	Homo sapiens	10	10q11.23	0	0	0	0	1	1	1	1	1	0	0	1	2	0	5	4	0	1	1	0	0	0	2	1	0	0	1	5	0	0	1
CALHM6	family with sequence similarity 26, member F	Homo sapiens	6	6q22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM3B	family with sequence similarity 3, member B	Homo sapiens	21	21q22.3	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
FAM3C	family with sequence similarity 3, member C	Homo sapiens	7	7q31	6	9	0	4	6	3	7	3	6	3	2	4	2	3	6	7	3	2	8	2	3	2	7	3	1	0	6	2	0	4	2
FAM3D	family with sequence similarity 3, member D	Homo sapiens	3	3p14.2	4	17	19	6	0	15	15	10	33	8	5	29	6	23	24	21	19	8	17	6	23	19	2	13	0	18	7	9	15	7	5
DENND10	family with sequence similarity 45, member A	Homo sapiens	10	10q25	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
FAM49A	family with sequence similarity 49, member A	Homo sapiens	2	2p24.2	0	1	0	0	0	0	1	0	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FAM49B	family with sequence similarity 49, member B	Homo sapiens	8	8q24.21	8	11	10	9	10	6	14	9	13	8	3	5	9	12	11	12	12	15	6	8	13	7	11	4	7	4	10	12	0	6	10
FAM50A	family with sequence similarity 50, member A	Homo sapiens	X	Xq28	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	2	0
FAM83B	family with sequence similarity 83, member B	Homo sapiens	6	6p12.1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
FAM83E	family with sequence similarity 83, member E	Homo sapiens	19	19q13.33	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
FAM83H	family with sequence similarity 83, member H	Homo sapiens	8	8q24.3	7	1	0	2	3	3	4	3	6	2	6	2	2	0	10	8	9	7	7	1	0	3	2	3	0	2	5	11	2	2	1
LRATD1	family with sequence similarity 84, member A	Homo sapiens	2	2p24.3	2	0	0	1	0	0	2	1	1	1	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	2	1	0	0	1
LRATD2	family with sequence similarity 84, member B	Homo sapiens	8	8q24.21	2	0	0	0	2	1	1	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	1	0	0	2	1	7	0	1
FAM91A1	family with sequence similarity 91, member A1	Homo sapiens	8	8q24.13	1	3	1	1	1	2	4	2	3	2	0	1	1	1	3	3	2	3	1	3	2	1	1	0	0	2	3	4	0	1	1
CIAO2A	family with sequence similarity 96, member A	Homo sapiens	15	15q22.31	1	2	2	1	1	3	1	1	0	3	2	2	3	1	0	1	1	0	2	1	0	2	2	2	0	2	0	1	1	0	1
CIAO2B	family with sequence similarity 96, member B	Homo sapiens	16	16q22.1	2	1	0	1	1	1	0	0	0	0	0	1	1	0	0	0	1	2	0	0	0	0	0	0	1	0	0	2	0	0	0
FAM98A	family with sequence similarity 98, member A	Homo sapiens	2	2p22.3	2	4	0	3	0	3	3	3	3	4	1	3	3	2	3	6	5	1	2	4	4	1	2	2	0	5	4	2	0	2	3
FAM98B	family with sequence similarity 98, member B	Homo sapiens	15	15q14	5	6	4	6	4	4	5	4	9	5	2	6	5	6	7	8	3	4	10	4	5	4	10	5	2	4	6	5	3	2	4
FAM98C	family with sequence similarity 98, member C	Homo sapiens	19	19q13.2	1	1	1	0	0	0	2	0	0	1	0	1	1	0	0	0	1	2	2	1	0	0	2	1	0	0	0	0	0	0	0
FANCD2	Fanconi anemia, complementation group D2	Homo sapiens	3	3p26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FANCI	Fanconi anemia, complementation group I	Homo sapiens	15	15q26.1	0	1	0	1	0	2	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	1	0	5	0	1	0	0	0
FANCM	Fanconi anemia, complementation group M	Homo sapiens	14	14q21.2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	1	0	0	1	1	0	0	0	0	1
FAP	fibroblast activation protein, alpha	Homo sapiens	2	2q23	0	8	0	2	1	0	0	0	0	4	0	0	0	3	0	0	0	3	0	3	2	0	0	0	0	0	0	0	0	0	0
FAR1	fatty acyl CoA reductase 1	Homo sapiens	11	11p15.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1
FAR2	fatty acyl CoA reductase 2	Homo sapiens	12	12p11.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
FARP1	FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (chondrocyte-derived)	Homo sapiens	13	13q32.2	1	3	0	5	0	1	0	3	1	1	0	0	3	0	3	4	0	2	3	2	0	1	1	2	4	0	1	0	0	3	6
FARP2	FERM, RhoGEF and pleckstrin domain protein 2	Homo sapiens	2	2q37.3	1	1	0	1	0	1	1	0	1	0	1	1	0	0	2	1	0	0	1	0	1	2	1	0	0	0	0	0	2	1	0
FARSA	phenylalanyl-tRNA synthetase, alpha subunit	Homo sapiens	19	19p13.2	5	7	7	13	7	4	7	7	9	8	6	10	6	6	16	17	8	11	9	7	7	11	15	5	5	4	13	8	3	5	5
FARSB	phenylalanyl-tRNA synthetase, beta subunit	Homo sapiens	2	2q36.1	19	25	10	24	16	15	18	25	20	23	7	21	18	14	23	27	23	21	23	15	13	14	13	22	5	21	23	15	12	21	11
FAS	Fas cell surface death receptor	Homo sapiens	10	10q24.1	0	0	0	0	0	0	1	0	2	0	1	0	0	0	3	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
FASN	fatty acid synthase	Homo sapiens	17	17q25	35	123	30	73	183	98	68	67	76	57	110	111	66	48	101	81	100	113	143	86	49	69	65	69	24	100	48	159	50	46	57
FASTKD1	FAST kinase domains 1	Homo sapiens	2	2q31	1	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
FASTKD2	FAST kinase domains 2	Homo sapiens	2	2q33.3	1	2	0	1	0	0	6	1	3	1	0	0	1	0	3	5	0	1	4	1	0	0	3	0	0	0	5	1	0	1	0
FASTKD5	FAST kinase domains 5	Homo sapiens	20	20p13	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FAT1	FAT atypical cadherin 1	Homo sapiens	4	4q35	0	0	0	2	0	1	0	1	1	0	5	0	0	1	1	0	1	1	0	0	6	0	3	0	0	0	0	0	0	0	4
FAU	Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed	Homo sapiens	11	11q13	13	4	8	4	5	7	7	6	8	6	6	9	7	4	6	7	7	11	7	11	8	8	12	5	6	7	5	14	6	5	8
FBL	fibrillarin	Homo sapiens	19	19q13.1	8	25	4	19	15	14	11	13	11	17	9	15	14	11	11	22	18	22	13	11	9	8	12	14	5	5	21	12	7	11	10
FBLIM1	filamin binding LIM protein 1	Homo sapiens	1	1p36.21	2	7	2	6	1	1	3	4	4	4	0	3	4	7	6	9	4	3	6	7	5	8	4	2	2	3	5	0	1	2	6
FBLN1	fibulin 1	Homo sapiens	22	22q13.31	3	69	17	72	49	6	11	13	10	14	5	19	15	29	21	22	16	24	19	17	73	23	23	11	39	9	13	1	11	8	35
FBLN2	fibulin 2	Homo sapiens	3	3p25.1	0	19	7	6	4	1	6	2	5	9	2	2	3	10	3	8	2	22	4	10	19	10	4	2	6	5	1	1	3	1	16
FBLN5	fibulin 5	Homo sapiens	14	14q32.1	1	10	1	17	8	4	7	14	9	7	2	6	11	5	14	12	6	4	17	4	11	18	34	5	5	2	7	0	5	5	25
FBN1	fibrillin 1	Homo sapiens	15	15q21.1	29	180	97	570	416	43	233	99	188	207	31	86	83	200	175	272	63	87	180	112	456	178	219	63	222	22	120	10	34	69	338
FBN2	fibrillin 2	Homo sapiens	5	5q23-q31	1	4	1	25	30	0	9	6	2	4	0	2	5	3	18	5	3	3	8	5	7	14	34	2	0	0	1	0	0	3	7
FBP1	fructose-1,6-bisphosphatase 1	Homo sapiens	9	9q22.3	3	5	4	1	15	0	3	0	2	1	1	3	0	1	3	6	2	2	1	4	2	4	0	4	2	3	1	0	0	2	1
FBXL8	F-box and leucine-rich repeat protein 8	Homo sapiens	16	16q22.1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	2	1	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0
FBXO2	F-box protein 2	Homo sapiens	1	1p36.22	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	2	0	1	0	5	0	0	2	0	0	0	5	0	0	0	0
FBXO22	F-box protein 22	Homo sapiens	15	15q24.2	0	3	0	1	0	2	2	1	2	1	0	0	1	0	1	1	1	1	3	2	1	0	0	0	2	2	0	0	0	0	0
FBXO6	F-box protein 6	Homo sapiens	1	1p36.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FBXO7	F-box protein 7	Homo sapiens	22	22q12.3	0	3	1	1	0	2	3	0	0	0	0	0	3	0	1	2	2	2	0	1	0	0	0	1	1	0	1	1	0	0	0
FBXW11	F-box and WD repeat domain containing 11	Homo sapiens	5	5q35.1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2
FCGBP	Fc fragment of IgG binding protein	Homo sapiens	19	19q13.1	1	35	218	0	0	40	28	23	195	35	33	497	3	150	166	168	136	85	227	2	275	203	21	132	0	70	18	53	60	15	0
FCGR2A	Fc fragment of IgG, low affinity IIa, receptor (CD32)	Homo sapiens	1	1q23	0	0	2	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
FCGR3B	Fc fragment of IgG, low affinity IIIb, receptor (CD16b)	Homo sapiens	1	1q23	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCGRT	Fc fragment of IgG, receptor, transporter, alpha	Homo sapiens	19	19q13.3	1	1	1	0	2	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	0	0	1	0	2
FCHO2	FCH domain only 2	Homo sapiens	5	5q13.2	2	1	1	0	0	3	3	1	3	3	0	2	2	2	5	3	1	2	2	3	3	1	3	1	0	1	2	2	1	2	3
FCN1	ficolin (collagen/fibrinogen domain containing) 1	Homo sapiens	9	9q34	0	0	8	0	0	0	0	0	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FDFT1	farnesyl-diphosphate farnesyltransferase 1	Homo sapiens	8	8p23.1-p22	1	9	0	2	2	6	0	3	2	6	1	3	10	0	3	3	5	1	6	3	0	1	1	4	0	4	4	4	1	4	0
FDPS	farnesyl diphosphate synthase	Homo sapiens	1	1q22	2	18	4	8	9	7	8	8	10	4	5	9	7	10	9	9	11	10	12	6	9	7	2	5	2	9	7	12	9	5	6
FDX1	ferredoxin 1	Homo sapiens	11	11q22	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	1	2	1	0	3	0	0	0	0	1	0	0	1
FDXR	ferredoxin reductase	Homo sapiens	17	17q25.1	2	8	1	2	2	10	6	4	3	2	6	7	2	2	3	5	5	11	9	3	7	4	5	3	0	0	8	6	0	5	3
FECH	ferrochelatase	Homo sapiens	18	18q21.3	0	2	0	0	2	2	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	3	0	0	0	0	1	1	0	1
FEN1	flap structure-specific endonuclease 1	Homo sapiens	11	11q12	4	6	7	10	5	6	10	9	6	5	7	8	7	5	10	12	8	10	7	8	3	5	7	7	4	5	7	12	5	10	7
FERMT1	fermitin family member 1	Homo sapiens	20	20p12.3	3	8	2	9	0	5	11	3	5	6	3	6	7	4	17	18	6	4	13	4	0	3	6	5	0	4	9	3	5	10	4
FERMT2	fermitin family member 2	Homo sapiens	14	14q22.1	3	35	4	30	15	5	16	7	11	15	3	8	4	18	11	11	7	7	12	12	25	13	7	5	100	3	17	2	5	5	20
FERMT3	fermitin family member 3	Homo sapiens	11	11q13.1	23	16	16	14	2	12	14	19	22	11	11	11	6	27	12	14	15	17	25	7	12	7	11	15	14	10	10	12	5	7	14
FGA	fibrinogen alpha chain	Homo sapiens	4	4q28	85	91	421	269	5	87	51	98	137	38	185	49	20	42	48	78	44	47	31	51	86	42	29	127	59	54	106	73	112	40	69
FGB	fibrinogen beta chain	Homo sapiens	4	4q28	73	111	442	429	25	124	62	86	125	27	216	90	14	52	51	57	54	51	32	37	142	64	27	124	70	65	89	56	92	36	66
FGD3	FYVE, RhoGEF and PH domain containing 3	Homo sapiens	9	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0
FGD4	FYVE, RhoGEF and PH domain containing 4	Homo sapiens	12	12p11.21	0	0	1	0	0	1	1	0	2	0	0	0	0	1	3	0	0	2	2	0	1	1	1	0	0	0	0	1	0	0	0
FGFR1OP2	FGFR1 oncogene partner 2	Homo sapiens	12	12p11.23	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0
FGG	fibrinogen gamma chain	Homo sapiens	4	4q28	74	88	306	270	45	176	61	94	99	42	287	77	23	65	52	58	56	68	25	48	141	48	35	137	80	57	125	65	89	46	73
FGL2	fibrinogen-like 2	Homo sapiens	7	7q11.23	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0
FGR	feline Gardner-Rasheed sarcoma viral oncogene homolog	Homo sapiens	1	1p36.2-p36.1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FH	fumarate hydratase	Homo sapiens	1	1q42.1	10	40	23	29	30	20	23	42	31	12	32	17	22	24	40	41	24	32	51	15	34	18	47	15	28	16	36	32	14	22	16
FHL1	four and a half LIM domains 1	Homo sapiens	X	Xq26	3	19	0	13	6	9	17	9	17	22	3	15	2	13	12	11	9	7	12	10	26	20	17	5	79	4	16	1	2	5	32
FHL2	four and a half LIM domains 2	Homo sapiens	2	2q12.2	4	16	11	22	6	5	10	8	10	6	2	8	8	10	15	15	10	10	19	14	11	8	15	5	4	3	10	7	1	5	19
FHL3	four and a half LIM domains 3	Homo sapiens	1	1p34	0	1	1	3	1	0	0	0	0	0	1	1	0	2	0	2	0	1	1	0	1	1	3	0	0	0	0	0	0	0	3
FHOD1	formin homology 2 domain containing 1	Homo sapiens	16	16q22	0	0	0	0	4	1	0	0	0	1	1	0	0	0	1	1	1	1	2	3	0	0	1	1	0	0	0	0	0	0	0
